50	0	12	14	2	12	0	0	0	0	0
50	0	12	14	2	12	0	0	0	0	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
0	0	13	14	1	12	0	0	0	1	0
5	0	13	14	1	12	0	0	0	1	0
5	0	13	14	1	12	0	0	0	1	0
5	0	13	14	1	12	0	0	0	1	0
5	0	13	14	1	12	0	0	0	1	0
10	0	13	14	1	12	0	0	0	1	0
10	0	13	14	1	12	0	0	0	1	0
15	0	13	14	1	12	0	0	0	1	0
15	0	13	14	1	12	0	0	0	1	0
15	0	13	14	1	12	0	0	0	1	0
20	0	13	14	1	12	0	0	0	1	0
25	0	13	14	1	12	0	0	0	1	0
25	0	13	14	1	12	0	0	0	1	0
30	0	13	14	1	12	0	0	0	1	0
35	0	13	14	1	12	0	0	0	1	0
40	0	13	14	1	12	0	0	0	1	0
40	0	13	14	1	12	0	0	0	1	0
45	0	13	14	1	12	0	0	0	1	0
55	0	13	14	1	12	0	0	0	1	0
55	0	13	14	1	12	0	0	0	1	0
55	0	13	14	1	12	0	0	0	1	0
55	0	13	14	1	12	0	0	0	1	0
55	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
60	0	13	14	1	12	0	0	0	1	0
65	0	13	14	1	12	0	0	0	1	0
65	0	13	14	1	12	0	0	0	1	0
70	0	13	14	1	12	0	0	0	1	0
70	0	13	14	1	12	0	0	0	1	0
80	0	13	14	1	12	0	0	0	1	0
80	0	13	14	1	12	0	0	0	1	0
85	0	13	14	1	12	0	0	0	1	0
85	0	13	14	1	12	0	0	0	1	0
90	0	13	14	1	12	0	0	0	1	0
90	0	13	14	1	12	0	0	0	1	0
95	0	13	14	1	13	0	0	0	0	0
95	0	13	14	1	13	0	0	0	0	0
100	0	13	14	1	13	0	0	0	0	0
5	0	13	14	1	13	0	0	0	0	1
5	0	13	14	1	13	0	0	0	0	1
5	0	13	14	1	13	0	0	0	0	1
10	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
20	0	13	14	1	13	0	0	0	0	1
25	0	13	14	1	13	0	0	0	0	1
30	0	13	14	1	13	0	0	0	0	1
35	0	13	14	1	13	0	0	0	0	1
